PORT_NAME_FROM,PORT_NAME_TO,DISTANCE
NELSON,TAICANG,5477.54
NELSON,TAICANG WANFANG TERMINAL,5424.36
NELSON,TUTICORIN,5831.1
NELSON,WEIFANG,5558.1
NELSON,XINMINZHOU,5336.1
NELSON,YANGZHOU,5559
NELSON,ZHANGZHOU,5080.68
NELSON,ZHENJIANG,5342.96
NEMRUT BAY,ALTAMIRA,6677.49
NEMRUT BAY,VALPARAISO,8608
NEPTUNE TERMINAL,BAYUQUAN,5469.36
NEPTUNE TERMINAL,FANGCHENG,6195.34
NEPTUNE TERMINAL,KAOHSIUNG,5502
NEPTUNE TERMINAL,KRISHNAPATNAM,8521.1
NEPTUNE TERMINAL,KWANGYANG,4702
NEPTUNE TERMINAL,TOBATA,4694.04
NEPTUNE TERMINAL,WENZHOU,5277.25
NEPTUNE TERMINAL,XIAMEN,5263.68
NEW AMSTERDAM,DNEPRO-BUGSKY,5416.48
NEW CASTLE,DANGJING,4830.7
NEW CASTLE,FANGCHENG,4704.24
NEW CASTLE,GUANGZHOU,4327.17
NEW CASTLE,HIBIKINADA,4499.04
NEW CASTLE,HITACHINAKA,4326.84
NEW CASTLE,HSINTA,4238.1
NEW CASTLE,KAOHSIUNG,4296.24
NEW CASTLE,LIANYUNGANG,4723
NEW CASTLE,LINKOU,4176.81
NEW CASTLE,LIUHENG,4357
NEW CASTLE,MATSUURA,4174.3
NEW CASTLE,ONAHAMA,4522.35
NEW CASTLE,PORT KELANG,4309.47
NEW CASTLE,REIHOKU,4248.09
NEW CASTLE,SUAL,3818.88
NEW CASTLE,TAICHUNG,4037.5
NEW CASTLE,TANJUNG BIN,4115.43
NEW CASTLE,TAURANGA,1293.6
NEW HOLLAND,BILBAO,896.48
NEW JERSEY,VERACRUZ,2023.95
NEW MANGALORE,BAHODOPI,3479
NEW MANGALORE,DAFENG,4207.86
NEW MANGALORE,JEDDAH,2488.8
NEW MANGALORE,KASHIMA,4863.58
NEW MANGALORE,LANQIAO,4568.58
NEW MANGALORE,MARSDEN POINT,6917.04
NEW MANGALORE,ONSAN,4343.4
NEW MANGALORE,YANGJIANG,3572.4
NEW ORLEANS,ABIDJAN,5362.09
NEW ORLEANS,ABU QIR,6664.32
NEW ORLEANS,ACAJUTLA,2259.18
NEW ORLEANS,ALEXANDRIA (EGYPT),6581.7
NEW ORLEANS,ALTAMIRA,653.6
NEW ORLEANS,AMSTERDAM,4819.32
NEW ORLEANS,APAPA,5643.82
NEW ORLEANS,ASHDOD,6595
NEW ORLEANS,AVEIRO,4273.78
NEW ORLEANS,BALBOA,1490.41
NEW ORLEANS,BANDAR IMAM KHOMEINI,9352.75
NEW ORLEANS,BARCELONA,5114
NEW ORLEANS,BARRANQUILLA,1413.12
NEW ORLEANS,BAYUQUAN,10287.86
NEW ORLEANS,BEIHAI,11332.06
NEW ORLEANS,BEJAIA,5209.14
NEW ORLEANS,BENGHAZI,5984.25
NEW ORLEANS,BIZERTE,5281.65
NEW ORLEANS,BREMEN,5156.18
NEW ORLEANS,BREST,4260.75
NEW ORLEANS,BUENAVENTURA,1748.91
NEW ORLEANS,CABEDELO,3788.6
NEW ORLEANS,CAI LAN,11527.36
NEW ORLEANS,CAI MEP,11665.74
NEW ORLEANS,CALABAR,6255.19
NEW ORLEANS,CALDERA (COSTA RICA),1987.44
NEW ORLEANS,CALLAO,2876.79
NEW ORLEANS,CARTAGENA (SPAIN),4791.6
NEW ORLEANS,CEYHAN,6816.54
NEW ORLEANS,CHIBA,9141
NEW ORLEANS,CHITTAGONG,10928.99
NEW ORLEANS,CHIWAN,10453.66
NEW ORLEANS,CIUDAD MADERO,734.39
NEW ORLEANS,COATZACOALCOS,771.84
NEW ORLEANS,CONCHAN,2959.95
NEW ORLEANS,CONSTANTZA,6325.44
NEW ORLEANS,CORINTO,2034.9
NEW ORLEANS,CRISTOBAL,1438.91
NEW ORLEANS,DADONG,10226.52
NEW ORLEANS,DAFENG,10070.71
NEW ORLEANS,DAHEJ,9969.44
NEW ORLEANS,DALIAN,9945.54
NEW ORLEANS,DAMMAM,9877.68
NEW ORLEANS,DANDONG,10474.88
NEW ORLEANS,DERINCE,6425
NEW ORLEANS,DJEN-DJEN,4928.64
NEW ORLEANS,DJIBOUTI,8197.28
NEW ORLEANS,DONGJIAKOU,10043
NEW ORLEANS,DUBLIN,4351.42
NEW ORLEANS,DURBAN,8406.32
NEW ORLEANS,EL DEKHEILA,6325.11
NEW ORLEANS,FANGCHENG,11043
NEW ORLEANS,FORTALEZA,3656
NEW ORLEANS,FUZHOU,10283
NEW ORLEANS,GANGAVARAM,11383.05
NEW ORLEANS,GDYNIA,5201.28
NEW ORLEANS,GHENT,4725.56
NEW ORLEANS,GIJON,4665.44
NEW ORLEANS,GREENORE,4300.8
NEW ORLEANS,GUAYAQUIL,2319.56
NEW ORLEANS,GUAYMAS,3815
NEW ORLEANS,HACHINOHE,8672.02
NEW ORLEANS,HAIFA,6400.06
NEW ORLEANS,HAKATA,9948.64
NEW ORLEANS,HALDIA,10607.7
NEW ORLEANS,HAMBURG,4968.81
NEW ORLEANS,HAMRIYAH,9242.38
NEW ORLEANS,HUANGHUA,10615.28
NEW ORLEANS,HUANGPU,10391.61
NEW ORLEANS,IMMINGHAM,4679.28
NEW ORLEANS,INCHEON,10312.64
NEW ORLEANS,ISHINOMAKI,9042.53
NEW ORLEANS,ISKENDERUN,6948.9
NEW ORLEANS,JEDDAH,7369.5
NEW ORLEANS,JIANGYIN,10492.56
NEW ORLEANS,JINJIANG,10840.96
NEW ORLEANS,JINZHOU,9995.02
NEW ORLEANS,JORF LASFAR,4441.14
NEW ORLEANS,KAGOSHIMA,9939.5
NEW ORLEANS,KANDLA,9485
NEW ORLEANS,KAOHSIUNG,10396
NEW ORLEANS,KARACHI,9739.6
NEW ORLEANS,KASHIMA,8861.16
NEW ORLEANS,KING ABDULLAH,7395.4
NEW ORLEANS,KINUURA,9250
NEW ORLEANS,KO SI CHANG,12256.35
NEW ORLEANS,KOBE,9217.88
NEW ORLEANS,KOHSICHANG TPP,11892.3
NEW ORLEANS,KUNSAN,10025.58
NEW ORLEANS,KUSHIRO,8415.72
NEW ORLEANS,LA CORUNA,4395.52
NEW ORLEANS,LAGOS (NIGERIA),5931.77
NEW ORLEANS,LANSHAN,10332.96
NEW ORLEANS,LEIXOES,4248.6
NEW ORLEANS,LISBON,4298.28
NEW ORLEANS,LIVERPOOL (UNITED KINGDOM),4492.62
NEW ORLEANS,LOME,5359.9
NEW ORLEANS,LONGKOU,9714.24
NEW ORLEANS,MACHONG,11238.15
NEW ORLEANS,MANTA,1941.8
NEW ORLEANS,MANZANILLO (MEXICO),3006.75
NEW ORLEANS,MERSIN,6301.44
NEW ORLEANS,MILAKI,5927.67
NEW ORLEANS,MIZUSHIMA,9566.72
NEW ORLEANS,MOJI,9633.38
NEW ORLEANS,MONGLA,11351.39
NEW ORLEANS,MOORBURG TERMINAL,5171.63
NEW ORLEANS,MUHAMMAD BIN QASIM,9768.72
NEW ORLEANS,MUNDRA,9161.65
NEW ORLEANS,MUSCAT,9027.81
NEW ORLEANS,NADOR,4918.16
NEW ORLEANS,NAGOYA,9636.64
NEW ORLEANS,NANJING,10396.86
NEW ORLEANS,NANSHA,10480.12
NEW ORLEANS,NANTONG,10055
NEW ORLEANS,NEWARK,1770.72
NEW ORLEANS,NINGBO,10440.56
NEW ORLEANS,ORAN,4970.78
NEW ORLEANS,PANJIN,10524.54
NEW ORLEANS,PASIR GUDANG,11567
NEW ORLEANS,PIPAVAV,9891.44
NEW ORLEANS,PISCO,2990.09
NEW ORLEANS,POINT LISAS,2178.75
NEW ORLEANS,PORT AUTHORITY OF GUAYAQUIL (RIO GUAYAS),2318.53
NEW ORLEANS,PORT ELIZABETH,8100.75
NEW ORLEANS,PORT ESQUIVEL,1120.68
NEW ORLEANS,PORT HARCOURT,5760.96
NEW ORLEANS,PORT QASIM,9810.15
NEW ORLEANS,PORT SAID,6306.94
NEW ORLEANS,PORT TALBOT,4440.15
NEW ORLEANS,PORTBURY,4753.35
NEW ORLEANS,PROGRESO,584.85
NEW ORLEANS,PROVIDENCE,1812.69
NEW ORLEANS,PUERTO CABELLO,1723.2
NEW ORLEANS,PUERTO CORTES,918.26
NEW ORLEANS,PUERTO ITABO,1486.66
NEW ORLEANS,PUERTO LIMON,1291.64
NEW ORLEANS,PUERTO MONTT,4503.1
NEW ORLEANS,PUERTO PLATA,1298.86
NEW ORLEANS,PUERTO PROGRESO,545.86
NEW ORLEANS,PUERTO QUETZAL,2329
NEW ORLEANS,QINGDAO,10005
NEW ORLEANS,QINHUANGDAO,10560.16
NEW ORLEANS,QINZHOU,11582.55
NEW ORLEANS,RADES,5239.94
NEW ORLEANS,RAVENNA,6277.15
NEW ORLEANS,RIO HAINA,1472.46
NEW ORLEANS,RIZHAO,9644.16
NEW ORLEANS,ROTTERDAM,4741.24
NEW ORLEANS,SAKAIDE,9373.32
NEW ORLEANS,SALAVERRY,2497.04
NEW ORLEANS,SAMSUN,7107.45
NEW ORLEANS,SAN ANTONIO,4054.05
NEW ORLEANS,SAN NICOLAS (ARGENTINA),6378
NEW ORLEANS,SANTA MARTA,1480
NEW ORLEANS,SANTO DOMINGO,1524
NEW ORLEANS,SANTO TOMAS DE CASTILLA,976
NEW ORLEANS,SFAX,5621
NEW ORLEANS,SHANGHAI,9610.56
NEW ORLEANS,SHEKOU,11093.68
NEW ORLEANS,SHENZHEN,10778.72
NEW ORLEANS,SHIBUSHI,9482.22
NEW ORLEANS,SHIMIZU,9083.25
NEW ORLEANS,SINGAPORE-JAPAN,11200.59
NEW ORLEANS,SKIKDA,5249.98
NEW ORLEANS,SONGXIA,10362.6
NEW ORLEANS,SUBIC BAY,10428.47
NEW ORLEANS,SURABAYA,11435.62
NEW ORLEANS,TAGONOURA,8903.63
NEW ORLEANS,TAICANG,10216.32
NEW ORLEANS,TAIXING,10214.13
NEW ORLEANS,TAIZHOU,10326.48
NEW ORLEANS,TAMASHIMA,9854
NEW ORLEANS,TANGSHAN,10364.22
NEW ORLEANS,TANIYAMA,9648
NEW ORLEANS,TIANJIN,10120.77
NEW ORLEANS,TIESHAN,10672.91
NEW ORLEANS,TIMARU,7819.17
NEW ORLEANS,TOLU,1551.18
NEW ORLEANS,TOMAKOMAI,8573.83
NEW ORLEANS,TOROS,6684.18
NEW ORLEANS,TOYOHASHI,9256
NEW ORLEANS,TUXPAN,782.8
NEW ORLEANS,ULSAN,9414.9
NEW ORLEANS,VARNA,6735.17
NEW ORLEANS,VENICE,6072.2
NEW ORLEANS,VERACRUZ,788
NEW ORLEANS,XIAMEN,9872.4
NEW ORLEANS,XINSHA,11238.15
NEW ORLEANS,XIUYU,10034.65
NEW ORLEANS,YANBU,7294.46
NEW ORLEANS,YANGJIANG,11103.4
NEW ORLEANS,YANGZHONG,9850.35
NEW ORLEANS,YANTAI,9827.44
NEW ORLEANS,YATSUSHIRO,10002.33
NEW ORLEANS,YESILOVACIK,6370
NEW ORLEANS,YINGKOU,10115.82
NEW ORLEANS,YOKKAICHI,9263
NEW ORLEANS,YOKOHAMA,8671.6
NEW ORLEANS,ZHANGJIAGANG,9677.76
NEW ORLEANS,ZHANJIANG,10433.28
NEW ORLEANS,ZHENJIANG,10153
NEW ORLEANS,ZHOUSHAN,10121.21
NEW ORLEANS,ZONGULDAK,6336.04
NEW PLYMOUTH,CHANGSHU,5256.04
NEW PLYMOUTH,DONGJIAKOU,5624.32
NEW PLYMOUTH,HUMEN,5219.34
NEW PLYMOUTH,JIANGDU,5425.38
NEW PLYMOUTH,KOREA (COUNTRY),5047.35
NEW PLYMOUTH,LANQIAO,5132.85
NEW PLYMOUTH,LANSHAN,5190.72
NEW PLYMOUTH,MEIJING,5086.2
NEW PLYMOUTH,PENGLAI,5347.61
NEW PLYMOUTH,PUTIAN,5140.73
NEW PLYMOUTH,PUTIAN DONGWU,4902.94
NEW PLYMOUTH,TAICANG,5292.78
NEW PLYMOUTH,TAICANG WANFANG TERMINAL,5448.45
NEW PLYMOUTH,TIMARU,411.84
NEW PLYMOUTH,WEIFANG,5661.05
NEW PLYMOUTH,YANGZHOU,5588.1
NEW PLYMOUTH,ZHANGZHOU,5196.88
NEW PLYMOUTH,ZHENJIANG,5590.2
NEW WESTMINSTER,TAICANG,5189.76
NEW YORK,DILISKELESI,5030
NEW YORK,ICDAS,5115.76
NEW YORK,MARTAS,5212.2
NEW YORK,PISCO,3542.46
NEW YORK,RIO DE JANEIRO,4827.8
NEW YORK,ROTTERDAM,3357.24
NEW ZEALAND (COUNTRY),KOREA (COUNTRY),5457
NEWCASTLE (AUSTRALIA),ANGAMOS-TERMINAL,8043.84
NEWCASTLE (AUSTRALIA),AUCKLAND,1280.1
NEWCASTLE (AUSTRALIA),BANDAR ABBAS,7223.39
NEWCASTLE (AUSTRALIA),BANDAR IMAM KHOMEINI,7568.94
NEWCASTLE (AUSTRALIA),BAOSHAN,4672.72
NEWCASTLE (AUSTRALIA),BARI,9818.64
NEWCASTLE (AUSTRALIA),BATAAN,3904.56
NEWCASTLE (AUSTRALIA),BAYUQUAN,5169.84
NEWCASTLE (AUSTRALIA),BEIHAI,4636.91
NEWCASTLE (AUSTRALIA),BEILUN,4493.1
NEWCASTLE (AUSTRALIA),BELAWAN,4704.96
NEWCASTLE (AUSTRALIA),BELL BAY,574.08
NEWCASTLE (AUSTRALIA),BORYEONG,4436.16
NEWCASTLE (AUSTRALIA),CAI MEP,4537.05
NEWCASTLE (AUSTRALIA),CAMPHA,4487.22
NEWCASTLE (AUSTRALIA),CEBU,3489
NEWCASTLE (AUSTRALIA),CHABAHAR,6483.84
NEWCASTLE (AUSTRALIA),CHAOZHOU,4451.66
NEWCASTLE (AUSTRALIA),CHIBA,4110.72
NEWCASTLE (AUSTRALIA),CHITTAGONG,5543.86
NEWCASTLE (AUSTRALIA),CHIWAN,4465.21
NEWCASTLE (AUSTRALIA),CIGADING,3725.77
NEWCASTLE (AUSTRALIA),CILACAP,3544.38
NEWCASTLE (AUSTRALIA),DANGJING,4520.64
NEWCASTLE (AUSTRALIA),DHAMRA,5748
NEWCASTLE (AUSTRALIA),DONG WU,4230.66
NEWCASTLE (AUSTRALIA),DONGGUAN,4633.2
NEWCASTLE (AUSTRALIA),DUNKIRK,12029.37
NEWCASTLE (AUSTRALIA),FANGCHENG,4446.72
NEWCASTLE (AUSTRALIA),FLUSHING,11241.6
NEWCASTLE (AUSTRALIA),GHENT,12115.89
NEWCASTLE (AUSTRALIA),GUANGZHOU,4391.38
NEWCASTLE (AUSTRALIA),GULEI,4498.2
NEWCASTLE (AUSTRALIA),HACHINOHE,4395.07
NEWCASTLE (AUSTRALIA),HADONG,4450.05
NEWCASTLE (AUSTRALIA),HAIMEN,4567.68
NEWCASTLE (AUSTRALIA),HALDIA,5927.65
NEWCASTLE (AUSTRALIA),HAMBURG,12522.64
NEWCASTLE (AUSTRALIA),HIBIKINADA,4563.52
NEWCASTLE (AUSTRALIA),HIROHATA,4252.22
NEWCASTLE (AUSTRALIA),HITACHINAKA,4346.03
NEWCASTLE (AUSTRALIA),HO PING,4055.24
NEWCASTLE (AUSTRALIA),HOPING,4055.24
NEWCASTLE (AUSTRALIA),HOSOSHIMA,4243.14
NEWCASTLE (AUSTRALIA),HSINTA,4382.7
NEWCASTLE (AUSTRALIA),HUASCO,6638.32
NEWCASTLE (AUSTRALIA),HUIZHOU,4609.5
NEWCASTLE (AUSTRALIA),IJMUIDEN,11681.01
NEWCASTLE (AUSTRALIA),IMMINGHAM,11751.3
NEWCASTLE (AUSTRALIA),ISHIKAWA,4171.5
NEWCASTLE (AUSTRALIA),ISHINOMAKI,4463.19
NEWCASTLE (AUSTRALIA),ISKENDERUN,8918.3
NEWCASTLE (AUSTRALIA),IYOMISHIMA,4587.44
NEWCASTLE (AUSTRALIA),KAKOGAWA,4550.7
NEWCASTLE (AUSTRALIA),KAMAISHI,4256
NEWCASTLE (AUSTRALIA),KANDA,4501.1
NEWCASTLE (AUSTRALIA),KANDLA,6633.2
NEWCASTLE (AUSTRALIA),KAOHSIUNG,4067.98
NEWCASTLE (AUSTRALIA),KAPAR,4417.74
NEWCASTLE (AUSTRALIA),KASHIMA,4325.83
NEWCASTLE (AUSTRALIA),KEMEN,4549.65
NEWCASTLE (AUSTRALIA),KENDARI,3017.9
NEWCASTLE (AUSTRALIA),KIMITSU,4178.72
NEWCASTLE (AUSTRALIA),KOBE,4369.26
NEWCASTLE (AUSTRALIA),KOHSICHANG TPP,4647.36
NEWCASTLE (AUSTRALIA),KRISHNAPATNAM,5530.14
NEWCASTLE (AUSTRALIA),KUSHIRO,4819.36
NEWCASTLE (AUSTRALIA),LA CORUNA,10691.34
NEWCASTLE (AUSTRALIA),LAE,1775.07
NEWCASTLE (AUSTRALIA),LANSHAN,4919.2
NEWCASTLE (AUSTRALIA),LAS VENTANAS,6585.6
NEWCASTLE (AUSTRALIA),LAUTOKA,1678.62
NEWCASTLE (AUSTRALIA),LAZARO CARDENAS,6566.9
NEWCASTLE (AUSTRALIA),LIANYUNGANG,4931.68
NEWCASTLE (AUSTRALIA),LINKOU,4027.05
NEWCASTLE (AUSTRALIA),LIUHENG,4420.77
NEWCASTLE (AUSTRALIA),LUMUT (BRUNEI),4077.84
NEWCASTLE (AUSTRALIA),MAILIAO,4156.18
NEWCASTLE (AUSTRALIA),MASINLOC,4023.18
NEWCASTLE (AUSTRALIA),MATSUURA,4369.86
NEWCASTLE (AUSTRALIA),MATSUYAMA,4357
NEWCASTLE (AUSTRALIA),MEJILLONES,7074.9
NEWCASTLE (AUSTRALIA),MISHIMA-KAWANOE,4278.67
NEWCASTLE (AUSTRALIA),MORMUGAO,5729.08
NEWCASTLE (AUSTRALIA),MOROWALI,3030.26
NEWCASTLE (AUSTRALIA),MOUNT MAUNGANUI,1357.62
NEWCASTLE (AUSTRALIA),MUNDRA,6721.05
NEWCASTLE (AUSTRALIA),NADAHAMA,4326
NEWCASTLE (AUSTRALIA),NAGOYA,4477.2
NEWCASTLE (AUSTRALIA),NANSHA,4670.4
NEWCASTLE (AUSTRALIA),NANTONG,4457.04
NEWCASTLE (AUSTRALIA),NEW PLYMOUTH,1125.63
NEWCASTLE (AUSTRALIA),NIIHAMA,4444
NEWCASTLE (AUSTRALIA),NINGBO,4605.12
NEWCASTLE (AUSTRALIA),OITA,4278.78
NEWCASTLE (AUSTRALIA),ONAHAMA,4499.04
NEWCASTLE (AUSTRALIA),ONSAN,4322.88
NEWCASTLE (AUSTRALIA),OTAKE,4249.57
NEWCASTLE (AUSTRALIA),POHANG,4767
NEWCASTLE (AUSTRALIA),PORT QASIM,6156
NEWCASTLE (AUSTRALIA),PORTO TORRES,9310.95
NEWCASTLE (AUSTRALIA),PORTO VESME,9642.6
NEWCASTLE (AUSTRALIA),PROBOLINGGO,3576.3
NEWCASTLE (AUSTRALIA),QINGDAO,4879.11
NEWCASTLE (AUSTRALIA),QINHUANGDAO,5200.65
NEWCASTLE (AUSTRALIA),QINZHOU,4573.8
NEWCASTLE (AUSTRALIA),QUANZHOU,4149.12
NEWCASTLE (AUSTRALIA),REIHOKU,4138.56
NEWCASTLE (AUSTRALIA),RIZHAO,4891.47
NEWCASTLE (AUSTRALIA),ROTTERDAM,11896.79
NEWCASTLE (AUSTRALIA),RUGAO,4655.28
NEWCASTLE (AUSTRALIA),SALEEF,7478.64
NEWCASTLE (AUSTRALIA),SHIBUSHI,4286.44
NEWCASTLE (AUSTRALIA),SU-AO,3981.12
NEWCASTLE (AUSTRALIA),SURABAYA,3440
NEWCASTLE (AUSTRALIA),TACHIBANA,4114.56
NEWCASTLE (AUSTRALIA),TAGONOURA,4228.29
NEWCASTLE (AUSTRALIA),TAICHUNG,4440.8
NEWCASTLE (AUSTRALIA),TAIZHOU,4479.46
NEWCASTLE (AUSTRALIA),TANJUNG BIN,4217.76
NEWCASTLE (AUSTRALIA),TAURANGA,1395.45
NEWCASTLE (AUSTRALIA),TIANJIN,5107.14
NEWCASTLE (AUSTRALIA),TIMARU,1289.28
NEWCASTLE (AUSTRALIA),TOBATA,4300.24
NEWCASTLE (AUSTRALIA),TOCOPILLA,7061.25
NEWCASTLE (AUSTRALIA),TOKUYAMA,4136.3
NEWCASTLE (AUSTRALIA),TOMAKOMAI,4785.38
NEWCASTLE (AUSTRALIA),TSURUGA,4756.09
NEWCASTLE (AUSTRALIA),UBE,4193.28
NEWCASTLE (AUSTRALIA),ULSAN,4593.06
NEWCASTLE (AUSTRALIA),VIETNAM (COUNTRY),4302.36
NEWCASTLE (AUSTRALIA),WAKAYAMA,4298
NEWCASTLE (AUSTRALIA),WEI HAI,4873.56
NEWCASTLE (AUSTRALIA),WENZHOU,4276.72
NEWCASTLE (AUSTRALIA),XIAMEN,4257.99
NEWCASTLE (AUSTRALIA),XINSHA,4635.28
NEWCASTLE (AUSTRALIA),XIUYU,4369.26
NEWCASTLE (AUSTRALIA),YANTAI,4668.61
NEWCASTLE (AUSTRALIA),YATSUSHIRO,4193.31
NEWCASTLE (AUSTRALIA),YOKKAICHI,4087.85
NEWCASTLE (AUSTRALIA),YOKOHAMA,4054.6
NEWCASTLE (AUSTRALIA),YUHUAN,4107.8
NEWCASTLE (AUSTRALIA),ZHANJIANG,4346.57
NEWCASTLE (AUSTRALIA),ZHENJIANG,4832.88
NEWCASTLE (AUSTRALIA),ZHOUSHAN,4442.99
NEWCASTLE (AUSTRALIA),ZHUHAI,4217.28
NEWPORT (GWENT),BELFAST,318.15
NEWPORT (GWENT),BILBAO,592.8
NEWPORT (GWENT),CASABLANCA,1250.08
NEWPORT (GWENT),GHENT,615.3
NEWPORT (GWENT),HARLINGEN,668
NEWPORT (GWENT),HEREKE,3003.66
NEWPORT (GWENT),IJMUIDEN,643.76
NEWPORT (GWENT),PASAJES,607.92
NEWPORT (GWENT),ROTTERDAM,626.08
NEWPORT (GWENT),SZCZECIN,1378.08
NEWPORT NEWS,ALEXANDRIA (EGYPT),5156
NEWPORT NEWS,AMSTERDAM,3704.4
NEWPORT NEWS,ANTWERP,3462.03
NEWPORT NEWS,BAR,4633.44
NEWPORT NEWS,BELFAST,3156.95
NEWPORT NEWS,CAOFEIDIAN,11088
NEWPORT NEWS,CONSTANTZA,5515.65
NEWPORT NEWS,DHAMRA,9381.25
NEWPORT NEWS,ERDEMIR,5069.76
NEWPORT NEWS,EREN PORT,5567.1
NEWPORT NEWS,FLUSHING,3581.76
NEWPORT NEWS,FUKUYAMA,10076.58
NEWPORT NEWS,FUSINA,4876.19
NEWPORT NEWS,GANGAVARAM,9607
NEWPORT NEWS,GDANSK,4148.34
NEWPORT NEWS,GDYNIA,4172.53
NEWPORT NEWS,HALDIA,10329.28
NEWPORT NEWS,HAMBURG,3761.56
NEWPORT NEWS,HIBIKINADA,9614.64
NEWPORT NEWS,HITACHINAKA,9511.17
NEWPORT NEWS,INDIA (COUNTRY),7999.68
NEWPORT NEWS,ISDEMIR,5493.72
NEWPORT NEWS,ITAGUAI,5016.9
NEWPORT NEWS,JORF LASFAR,3246.21
NEWPORT NEWS,KAKOGAWA,9601.06
NEWPORT NEWS,KRISHNAPATNAM,9806.16
NEWPORT NEWS,LULEA,4697.1
NEWPORT NEWS,MIZUSHIMA,9656.92
NEWPORT NEWS,MONTOIR,3221.46
NEWPORT NEWS,MORMUGAO,8104.35
NEWPORT NEWS,MUNDRA,8621.55
NEWPORT NEWS,NADOR,3529.95
NEWPORT NEWS,PARADIP,10287.9
NEWPORT NEWS,PECEM,3155.6
NEWPORT NEWS,PLOCE,4939.88
NEWPORT NEWS,PORTBURY,3326.4
NEWPORT NEWS,PRAIA MOLE,4220.85
NEWPORT NEWS,QINGDAO,10803.52
NEWPORT NEWS,REDCAR,3399.66
NEWPORT NEWS,RICHARDS BAY,7277
NEWPORT NEWS,ROTTERDAM,3531.97
NEWPORT NEWS,SAKAIDE,9948.5
NEWPORT NEWS,SEPETIBA,4634.66
NEWPORT NEWS,SINES,3243.47
NEWPORT NEWS,SWINOUJSCIE,3939
NEWPORT NEWS,TOBATA,9515.52
NEWPORT NEWS,TYNE,3411.9
NEWPORT NEWS,VISAKHAPATNAM,9892.12
NEWPORT NEWS,VIZAG,10085.25
NEWPORT NEWS,YUZHNYY,5508
NGHI SON,BATAAN,928.03
NGHI SON,HONDURAS (COUNTRY),9413.04
NGHI SON,HOUSTON,11396.84
NGHI SON,ILIGAN,1260
NGHI SON,KUANTAN,1158
NGHI SON,LUGAIT,1313.52
NGHI SON,SAN LORENZO (HONDURAS),8960.49
NGHI SON,STOCKTON,6751.38
NGQURA,XINGANG,7757.64
NICARAGUA (COUNTRY),ROTTERDAM,4594.2
NIKA TERA,BRAKE,3639.45
NIKA TERA,CASABLANCA,2269.55
NIKA TERA,HAIFA,1238.49
NIKA TERA,SAMSUN,431
NIKA TERA,SFAX,1500.72
NIKA TERA,TARRAGONA,1928.09
NIKA TERA,YINGKOU,9370.4
NIKOLAEV,ABU QIR,1173.17
NIKOLAEV,AGADIR,2531.52
NIKOLAEV,AL KHUMS,1324.11
NIKOLAEV,ALEXANDRIA (EGYPT),1127.61
NIKOLAEV,ALGECIRAS,2272.18
NIKOLAEV,ALGERIA (COUNTRY),1508.16
NIKOLAEV,ANNABA,1523.87
NIKOLAEV,ANTWERP,3538.78
NIKOLAEV,AVEIRO,2641
NIKOLAEV,AVONMOUTH,3249.6
NIKOLAEV,BANDAR ABBAS,4097.57
NIKOLAEV,BANDIRMA,473.69
NIKOLAEV,BARCELONA,1802.88
NIKOLAEV,BASSENS,3218.49
NIKOLAEV,BEIRA,5283.84
NIKOLAEV,BEJAIA,1648.03
NIKOLAEV,BORDEAUX,3185.98
NIKOLAEV,CADIZ,2349.43
NIKOLAEV,CARTAGENA (SPAIN),2087.4
NIKOLAEV,CASABLANCA,2484.56
NIKOLAEV,CASTELLON,1845.85
NIKOLAEV,CHENNAI,5165.58
NIKOLAEV,DAKAR,3892.35
NIKOLAEV,DAMIETTA,1139.75
NIKOLAEV,DEENDAYAL,4385.85
NIKOLAEV,DERINCE,423.7
NIKOLAEV,DONGJIAKOU,8320.32
NIKOLAEV,DUBLIN,3251.85
NIKOLAEV,EL DEKHEILA,1104.83
NIKOLAEV,FANGCHENG,7745.88
NIKOLAEV,GHENT,3559.05
NIKOLAEV,GLASGOW,3776.85
NIKOLAEV,GRESIK,6746.32
NIKOLAEV,HAIFA,1213.47
NIKOLAEV,HUELVA,2309
NIKOLAEV,IZMIR,652.8
NIKOLAEV,JAIGARH,4221.36
NIKOLAEV,JAWAHARLAL NEHRU PORT,4169.9
NIKOLAEV,JNPT,4254
NIKOLAEV,JORF LASFAR,2407.68
NIKOLAEV,KAKINADA,5274.24
NIKOLAEV,KALAMAKI,777.15
NIKOLAEV,KANDLA,4303.34
NIKOLAEV,KARACHI,3937.23
NIKOLAEV,KOHSICHANG TPP,7165.5
NIKOLAEV,KOLKATA,5797.68
NIKOLAEV,KRISHNAPATNAM,5248.88
NIKOLAEV,KUNSAN,9132.9
NIKOLAEV,LEIXOES,2815.05
NIKOLAEV,LISAHALLY PORT,3598
NIKOLAEV,LISBON,2547.22
NIKOLAEV,LIVERPOOL (UNITED KINGDOM),3420.2
NIKOLAEV,MACHONG,7328.3
NIKOLAEV,MAKASSAR,7044.14
NIKOLAEV,MANGALORE,4256.14
NIKOLAEV,MARIN (SPAIN),2889.6
NIKOLAEV,MERSIN,1201.9
NIKOLAEV,MONOPOLI,1199.52
NIKOLAEV,MUMBAI,4247
NIKOLAEV,NADOR,2049.61
NIKOLAEV,NANSHA,8091.3
NIKOLAEV,NANTONG,8041.75
NIKOLAEV,NEW MANGALORE,4432.92
